model,seed,week,shipping,surcharge,holding,in_transit,stockout,couple,demurrage,rework,briefing,audit,air,inspect,dual_source,total
deepseek-deepseek-v4-pro,85,21,67.77,0.0,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,449.77
deepseek-deepseek-v4-pro,85,22,87.44,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,171.44
deepseek-deepseek-v4-pro,85,23,58.53,0.0,0.0,80.0,160.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,342.53
deepseek-deepseek-v4-pro,85,24,61.34,0.0,0.0,100.0,120.0,0.0,80.0,0.0,0.0,0.0,300.0,0.0,4.0,665.34
deepseek-deepseek-v4-pro,85,25,0.0,0.0,0.0,100.0,80.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,604.0
deepseek-deepseek-v4-pro,85,26,0.0,0.0,0.0,100.0,60.0,0.0,160.0,0.0,0.0,0.0,300.0,0.0,4.0,624.0
deepseek-deepseek-v4-pro,86,1,49.67,0.0,66.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.67
deepseek-deepseek-v4-pro,86,2,37.33,0.0,47.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.33
deepseek-deepseek-v4-pro,86,3,59.65,0.0,26.0,61.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.65
deepseek-deepseek-v4-pro,86,4,73.58,0.0,18.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.58
deepseek-deepseek-v4-pro,86,5,101.32,0.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,172.32
deepseek-deepseek-v4-pro,86,6,64.15,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,130.15
deepseek-deepseek-v4-pro,86,7,151.98,0.0,0.0,91.0,120.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,666.98
deepseek-deepseek-v4-pro,86,8,151.98,0.0,35.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,575.98
deepseek-deepseek-v4-pro,86,9,101.32,0.0,38.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,223.32
deepseek-deepseek-v4-pro,86,10,92.07,0.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,211.07
deepseek-deepseek-v4-pro,86,11,92.07,0.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.07
deepseek-deepseek-v4-pro,86,12,92.07,0.0,49.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,245.07
deepseek-deepseek-v4-pro,86,13,115.25,0.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,234.25
deepseek-deepseek-v4-pro,86,14,115.25,0.0,59.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,238.25
deepseek-deepseek-v4-pro,86,15,115.25,0.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,276.25
deepseek-deepseek-v4-pro,86,16,109.82,0.0,62.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,275.82
deepseek-deepseek-v4-pro,86,17,109.82,0.0,62.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,275.82
deepseek-deepseek-v4-pro,86,18,109.82,0.0,59.0,60.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,247.82
deepseek-deepseek-v4-pro,86,19,98.3,0.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,259.3
deepseek-deepseek-v4-pro,86,20,98.3,0.0,58.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,260.3
deepseek-deepseek-v4-pro,86,21,98.3,0.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,215.3
deepseek-deepseek-v4-pro,86,22,94.52,0.0,52.0,60.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,40.0,4.0,265.52
deepseek-deepseek-v4-pro,86,23,94.52,0.0,46.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,244.52
deepseek-deepseek-v4-pro,86,24,94.52,0.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,243.52
deepseek-deepseek-v4-pro,86,25,0.0,0.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0
deepseek-deepseek-v4-pro,86,26,0.0,0.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0
deepseek-deepseek-v4-pro,90,1,83.49,0.0,68.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.49
deepseek-deepseek-v4-pro,90,2,131.98,0.0,48.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.98
deepseek-deepseek-v4-pro,90,3,120.91,0.0,31.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.91
deepseek-deepseek-v4-pro,90,4,67.27,0.0,47.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.27
deepseek-deepseek-v4-pro,90,5,124.07,0.0,77.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.07
deepseek-deepseek-v4-pro,90,6,0.0,0.0,53.0,86.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0
deepseek-deepseek-v4-pro,90,7,0.0,0.0,103.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
deepseek-deepseek-v4-pro,90,8,38.23,0.0,107.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.23
deepseek-deepseek-v4-pro,90,9,54.62,0.0,86.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.62
deepseek-deepseek-v4-pro,90,10,43.7,0.0,68.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.7
deepseek-deepseek-v4-pro,90,11,34.96,0.0,77.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.96
deepseek-deepseek-v4-pro,90,12,94.12,0.0,100.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.12
deepseek-deepseek-v4-pro,90,13,40.05,0.0,106.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.05
deepseek-deepseek-v4-pro,90,14,53.58,0.0,108.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.58
deepseek-deepseek-v4-pro,90,15,88.17,0.0,119.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.17
deepseek-deepseek-v4-pro,90,16,32.39,0.0,116.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,262.39
deepseek-deepseek-v4-pro,90,17,0.0,0.0,125.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
deepseek-deepseek-v4-pro,90,18,151.28,0.0,110.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.28
deepseek-deepseek-v4-pro,90,19,83.21,0.0,114.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.21
deepseek-deepseek-v4-pro,90,20,29.38,0.0,116.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.38
deepseek-deepseek-v4-pro,90,21,68.92,0.0,93.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.92
deepseek-deepseek-v4-pro,90,22,0.0,0.0,131.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
deepseek-deepseek-v4-pro,90,23,210.69,30.0,107.0,67.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.69
deepseek-deepseek-v4-pro,90,24,0.0,60.0,90.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,257.0
deepseek-deepseek-v4-pro,90,25,0.0,0.0,65.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
deepseek-deepseek-v4-pro,90,26,0.0,0.0,49.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
deepseek-deepseek-v4-pro,91,1,101.3,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.3
deepseek-deepseek-v4-pro,91,2,50.65,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.65
deepseek-deepseek-v4-pro,91,3,50.65,0.0,21.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.65
deepseek-deepseek-v4-pro,91,4,45.58,0.0,44.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.58
deepseek-deepseek-v4-pro,91,5,43.05,0.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.05
deepseek-deepseek-v4-pro,91,6,63.31,0.0,31.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.31
deepseek-deepseek-v4-pro,91,7,30.39,0.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.39
deepseek-deepseek-v4-pro,91,8,112.17,0.0,8.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,186.17
deepseek-deepseek-v4-pro,91,9,123.44,0.0,35.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,524.44
deepseek-deepseek-v4-pro,91,10,124.66,0.0,24.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,222.66
deepseek-deepseek-v4-pro,91,11,110.58,0.0,26.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,205.58
deepseek-deepseek-v4-pro,91,12,73.3,0.0,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,166.3
deepseek-deepseek-v4-pro,91,13,73.3,0.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,169.3
deepseek-deepseek-v4-pro,91,14,73.3,0.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,173.3
deepseek-deepseek-v4-pro,91,15,73.3,0.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,173.3
deepseek-deepseek-v4-pro,91,16,99.94,0.0,33.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,226.94
deepseek-deepseek-v4-pro,91,17,124.93,40.0,11.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,264.93
deepseek-deepseek-v4-pro,91,18,160.44,0.0,7.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,581.43
deepseek-deepseek-v4-pro,91,19,92.23,0.0,12.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,218.23
deepseek-deepseek-v4-pro,91,20,0.0,0.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0
deepseek-deepseek-v4-pro,91,21,92.23,0.0,47.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,508.23
deepseek-deepseek-v4-pro,91,22,0.0,0.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0
deepseek-deepseek-v4-pro,91,23,0.0,0.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0
deepseek-deepseek-v4-pro,91,24,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0
deepseek-deepseek-v4-pro,91,25,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0
deepseek-deepseek-v4-pro,91,26,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0
deepseek-deepseek-v4-pro,94,1,99.48,0.0,56.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.48
deepseek-deepseek-v4-pro,94,2,22.22,0.0,37.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.22
deepseek-deepseek-v4-pro,94,3,22.22,0.0,7.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.22
deepseek-deepseek-v4-pro,94,4,11.11,0.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.11
deepseek-deepseek-v4-pro,94,5,22.22,0.0,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,172.22
deepseek-deepseek-v4-pro,94,6,21.11,0.0,23.0,138.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,4.0,266.11
deepseek-deepseek-v4-pro,94,7,22.22,0.0,17.0,178.0,0.0,0.0,120.0,0.0,0.0,0.0,225.0,0.0,4.0,566.22
deepseek-deepseek-v4-pro,94,8,10.0,0.0,8.0,196.0,0.0,0.0,200.0,0.0,0.0,0.0,225.0,0.0,4.0,643.0
deepseek-deepseek-v4-pro,94,9,0.0,0.0,137.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,499.0
deepseek-deepseek-v4-pro,94,10,10.56,0.0,159.0,37.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,225.56
deepseek-deepseek-v4-pro,94,11,0.0,0.0,162.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,200.0
deepseek-deepseek-v4-pro,94,12,0.0,0.0,138.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0
deepseek-deepseek-v4-pro,94,13,8.89,0.0,140.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,168.89
deepseek-deepseek-v4-pro,94,14,0.0,0.0,126.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,146.0
deepseek-deepseek-v4-pro,94,15,16.42,0.0,95.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,145.42
deepseek-deepseek-v4-pro,94,16,0.0,0.0,87.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,120.0
deepseek-deepseek-v4-pro,94,17,146.91,0.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,299.91
deepseek-deepseek-v4-pro,94,18,146.91,0.0,43.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,313.91
deepseek-deepseek-v4-pro,94,19,146.91,0.0,22.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,292.91
deepseek-deepseek-v4-pro,94,20,73.46,0.0,41.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,218.46
deepseek-deepseek-v4-pro,94,21,73.46,0.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.46
deepseek-deepseek-v4-pro,94,22,73.46,0.0,77.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.46
deepseek-deepseek-v4-pro,94,23,0.0,0.0,73.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
deepseek-deepseek-v4-pro,94,24,0.0,0.0,67.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
deepseek-deepseek-v4-pro,94,25,103.83,0.0,67.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.83
deepseek-deepseek-v4-pro,94,26,114.22,0.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.22
deepseek-deepseek-v4-pro,95,1,324.15,0.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.15
deepseek-deepseek-v4-pro,95,2,0.0,0.0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
deepseek-deepseek-v4-pro,95,3,0.0,0.0,27.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
deepseek-deepseek-v4-pro,95,4,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
deepseek-deepseek-v4-pro,95,5,767.16,0.0,42.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.16
deepseek-deepseek-v4-pro,95,6,500.98,0.0,19.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.98
deepseek-deepseek-v4-pro,95,7,386.55,0.0,26.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,827.55
deepseek-deepseek-v4-pro,95,8,85.1,0.0,22.0,155.0,0.0,0.0,106.0,0.0,0.0,0.0,300.0,0.0,0.0,668.1
deepseek-deepseek-v4-pro,95,9,124.12,0.0,0.0,202.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,500.12
deepseek-deepseek-v4-pro,95,10,119.76,0.0,0.0,237.0,120.0,0.0,230.0,0.0,0.0,0.0,300.0,0.0,0.0,1006.76
deepseek-deepseek-v4-pro,95,11,37.75,0.0,1.0,264.0,0.0,0.0,310.0,0.0,0.0,0.0,300.0,0.0,0.0,912.75
deepseek-deepseek-v4-pro,95,12,20.69,0.0,0.0,285.0,40.0,540.0,404.0,0.0,0.0,0.0,300.0,40.0,0.0,1629.69
deepseek-deepseek-v4-pro,95,13,139.48,0.0,0.0,315.0,20.0,0.0,474.0,0.0,0.0,0.0,300.0,0.0,0.0,1248.48
deepseek-deepseek-v4-pro,95,14,53.15,0.0,270.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,704.15
deepseek-deepseek-v4-pro,95,15,0.0,0.0,264.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
deepseek-deepseek-v4-pro,95,16,0.0,0.0,235.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0
deepseek-deepseek-v4-pro,95,17,31.96,0.0,271.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.96
deepseek-deepseek-v4-pro,95,18,0.0,0.0,240.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0
deepseek-deepseek-v4-pro,95,19,0.0,0.0,209.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0
deepseek-deepseek-v4-pro,95,20,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
deepseek-deepseek-v4-pro,95,21,60.15,0.0,188.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.15
deepseek-deepseek-v4-pro,95,22,0.0,0.0,172.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
deepseek-deepseek-v4-pro,95,23,0.0,0.0,152.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,218.0
deepseek-deepseek-v4-pro,95,24,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
deepseek-deepseek-v4-pro,95,25,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0
deepseek-deepseek-v4-pro,95,26,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
deepseek-deepseek-v4-pro,99,1,62.88,0.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.88
deepseek-deepseek-v4-pro,99,2,49.82,0.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.82
deepseek-deepseek-v4-pro,99,3,54.92,0.0,14.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.92
deepseek-deepseek-v4-pro,99,4,75.82,0.0,22.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,4.0,389.82
deepseek-deepseek-v4-pro,99,5,16.7,0.0,11.0,58.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,389.7
deepseek-deepseek-v4-pro,99,6,105.5,36.0,3.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,531.5
deepseek-deepseek-v4-pro,99,7,126.59,0.0,0.0,113.0,280.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,823.59
deepseek-deepseek-v4-pro,99,8,126.59,0.0,3.0,143.0,0.0,0.0,50.0,0.0,0.0,0.0,300.0,0.0,4.0,626.59
deepseek-deepseek-v4-pro,99,9,0.0,0.0,0.0,143.0,20.0,0.0,116.0,0.0,0.0,0.0,300.0,0.0,4.0,583.0
deepseek-deepseek-v4-pro,99,10,0.0,0.0,0.0,143.0,180.0,0.0,166.0,0.0,0.0,0.0,300.0,0.0,4.0,793.0
deepseek-deepseek-v4-pro,99,11,0.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,40.0,4.0,478.0
deepseek-deepseek-v4-pro,99,12,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0
deepseek-deepseek-v4-pro,99,13,22.26,0.0,89.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.26
deepseek-deepseek-v4-pro,99,14,23.29,0.0,64.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.29
deepseek-deepseek-v4-pro,99,15,-5.29,0.0,43.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71
deepseek-deepseek-v4-pro,99,16,-6.61,0.0,19.0,81.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,133.39
deepseek-deepseek-v4-pro,99,17,-3.97,0.0,1.0,96.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,165.03
deepseek-deepseek-v4-pro,99,18,-3.97,0.0,61.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,40.0,0.0,452.03
deepseek-deepseek-v4-pro,99,19,-4.23,0.0,69.0,46.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.77
deepseek-deepseek-v4-pro,99,20,-5.29,0.0,72.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.71
deepseek-deepseek-v4-pro,99,21,-3.17,0.0,64.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.83
deepseek-deepseek-v4-pro,99,22,-2.38,0.0,58.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.62
deepseek-deepseek-v4-pro,99,23,0.0,0.0,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
deepseek-deepseek-v4-pro,99,24,0.0,0.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
deepseek-deepseek-v4-pro,99,25,0.0,18.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
deepseek-deepseek-v4-pro,99,26,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,171.0
deepseek-deepseek-v4-pro,100,1,33.58,0.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.58
deepseek-deepseek-v4-pro,100,2,40.29,0.0,37.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.29
deepseek-deepseek-v4-pro,100,3,44.77,0.0,22.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.77
deepseek-deepseek-v4-pro,100,4,22.38,0.0,34.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.38
deepseek-deepseek-v4-pro,100,5,16.79,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.79
deepseek-deepseek-v4-pro,100,6,46.15,0.0,66.0,54.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,196.15
deepseek-deepseek-v4-pro,100,7,44.77,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.77
deepseek-deepseek-v4-pro,100,8,0.0,0.0,60.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
deepseek-deepseek-v4-pro,100,9,17.14,0.0,34.0,95.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.14
deepseek-deepseek-v4-pro,100,10,38.06,0.0,64.0,62.0,0.0,240.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,459.06
deepseek-deepseek-v4-pro,100,11,58.56,0.0,36.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.56
deepseek-deepseek-v4-pro,100,12,40.99,0.0,17.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.99
deepseek-deepseek-v4-pro,100,13,36.37,0.0,0.0,144.0,160.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,412.37
deepseek-deepseek-v4-pro,100,14,203.38,0.0,61.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,690.38
deepseek-deepseek-v4-pro,100,15,101.44,0.0,80.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.44
deepseek-deepseek-v4-pro,100,16,52.32,0.0,102.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.32
deepseek-deepseek-v4-pro,100,17,0.0,0.0,115.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0
deepseek-deepseek-v4-pro,100,18,0.0,0.0,103.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
deepseek-deepseek-v4-pro,100,19,81.86,0.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.86
deepseek-deepseek-v4-pro,100,20,122.78,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.78
deepseek-deepseek-v4-pro,100,21,163.71,0.0,29.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.71
